0,537.232,1029.24,333,0,0,0,1,0,1
1,582.006,1039.03,333,0,0,0,1,0,1
2,680.451,1076.8,333,0,0,0,1,0,1
3,773.23,1261.3,333,0,0,0,1,0,1
4,582.538,1038.88,333,0,0,0,1,0,1
5,812.214,1242.56,333,0,0,0,1,0,1
6,605.672,1052.36,333,0,0,0,1,0,1
7,847.677,1269.99,333,0,0,0,1,0,1
8,489.558,965.634,333,0,0,0,1,0,1
9,805.129,1194.23,333,0,0,0,1,0,1
10,1006.88,1418.96,333,0,0,0,1,0,1
11,609.015,1012.69,333,0,0,0,1,0,1
12,511.248,940.617,333,0,0,0,1,0,1
13,489.25,878.385,333,0,0,0,1,0,1
14,485.551,921.413,333,0,0,0,1,0,1
15,455.038,829.655,333,0,0,0,1,0,1
16,499.84,873.981,333,0,0,0,1,0,1
17,485.573,876.166,333,0,0,0,1,0,1
18,467.558,922.167,333,0,0,0,1,0,1
19,546.576,925.463,333,0,0,0,1,0,1
20,443.577,859.433,333,0,0,0,1,0,1
21,503.315,873.386,333,0,0,0,1,0,1
22,458.02,912.352,333,0,0,0,1,0,1
23,480.813,873.7,333,0,0,0,1,0,1
24,556.376,960.951,333,0,0,0,1,0,1
25,808.236,1178.35,333,0,0,0,1,0,1
26,565.846,972.353,333,0,0,0,1,0,1
27,491.823,825.973,333,0,0,0,1,0,1
28,519.396,959.184,333,0,0,0,1,0,1
29,865.396,1245.21,333,0,0,0,1,0,1
30,535.857,1133.9,333,0,1,1,1,1,1
31,444.624,1109.6,333,0,1,1,1,1,1
32,441.796,908.365,333,0,1,1,1,1,1
33,570.513,1050.61,333,0,1,1,1,1,1
34,810.968,1242.8,333,0,1,1,1,1,1
35,500.562,1018.68,333,0,1,1,1,1,1
36,1482.44,1951.31,333,0,1,1,1,1,1
37,558.793,1247.77,333,0,1,1,1,1,1
38,447.102,1139.33,333,0,1,1,1,1,1
39,594.772,1185.83,333,0,1,1,1,1,1
40,550.287,0,333,0,1,1,1,1,0
41,497.022,936.38,333,0,1,1,1,1,1
42,457.882,817.171,333,0,1,1,1,1,1
43,418.004,946.056,333,0,1,1,1,1,1
44,508.466,961.941,333,0,1,1,1,1,1
45,472.024,920.098,333,0,1,1,1,1,1
46,1069.1,1543.18,333,0,1,1,1,1,1
47,464.323,1077.85,333,0,1,1,1,1,1
48,456.29,945.395,333,0,1,1,1,1,1
49,480.745,960.699,333,0,1,1,1,1,1
50,409.202,901.117,333,0,1,1,1,1,1
51,463.09,953.018,333,0,1,1,1,1,1
52,482.535,1048.89,333,0,1,1,1,1,1
53,559.34,1042.07,333,0,1,1,1,1,1
54,452.115,958.134,333,0,1,1,1,1,1
55,723.261,1248.39,333,0,1,1,1,1,1
56,552.237,999.329,333,0,1,1,1,1,1
57,464.337,928.149,333,0,1,1,1,1,1
58,467.767,912.738,333,0,1,1,1,1,1
59,483.198,956.163,333,0,1,1,1,1,1
60,509.08,978.279,333,0,1,1,1,1,1
61,504.086,991.785,333,0,0,2,1,0,1
62,456.747,838.077,333,0,0,2,1,0,1
63,491.816,907.888,333,0,0,2,1,0,1
64,441.823,833.541,333,0,0,2,1,0,1
65,484.567,916.442,333,0,0,2,1,0,1
66,557.225,913.573,333,0,0,2,1,0,1
67,406.332,786.677,333,0,0,2,1,0,1
68,446.96,839.892,333,0,0,2,1,0,1
69,404.821,730.516,333,0,0,2,1,0,1
70,435.615,763.919,333,0,0,2,1,0,1
71,599.535,938.164,333,0,0,2,1,0,1
72,405.842,744.69,333,0,0,2,1,0,1
73,410.403,807.374,333,0,0,2,1,0,1
74,356.456,734.414,333,0,0,2,1,0,1
75,514.93,903.119,333,0,0,2,1,0,1
76,523.692,938.609,333,0,0,2,1,0,1
77,653.851,1062.56,333,0,0,2,1,0,1
78,417.17,733.875,333,0,0,2,1,0,1
79,477.802,820.233,333,0,0,2,1,0,1
80,437.078,771.498,333,0,0,2,1,0,1
81,462.118,918.497,333,0,0,2,1,0,1
82,434.163,813.825,333,0,0,2,1,0,1
83,452.134,786.311,333,0,0,2,1,0,1
84,481.832,895.988,333,0,0,2,1,0,1
85,482.374,824.286,333,0,0,2,1,0,1
86,454.598,923.725,333,0,0,2,1,0,1
87,435.097,764.036,333,0,0,2,1,0,1
88,419.181,858.513,333,0,0,2,1,0,1
89,420.608,798.742,333,0,0,2,1,0,1
90,458.648,839.218,333,0,0,2,1,0,1
91,507.779,1064.59,666,0,0,3,3,0,1
92,444.851,1084.37,666,0,0,3,3,0,1
93,391.369,1019.93,666,0,0,3,3,0,1
94,837.565,1449.48,666,0,0,3,3,0,1
95,851.638,1488.42,666,0,0,3,3,0,1
96,615.966,1297.74,666,0,0,3,3,0,1
97,677.844,1258.87,666,0,0,3,3,0,1
98,837.081,1463.64,666,0,0,3,3,0,1
99,482.839,1117.88,666,0,0,3,3,0,1
100,483.589,1161.6,666,0,0,3,3,0,1
101,901.902,1525.21,666,0,0,3,3,0,1
102,499.082,1160.84,666,0,0,3,3,0,1
103,445.103,1009.64,666,0,0,3,3,0,1
104,501.511,1209.77,666,0,0,3,3,0,1
105,822.515,1462.02,666,0,0,3,3,0,1
106,421.073,987.941,666,0,0,3,3,0,1
107,514.84,1167.94,666,0,0,3,3,0,1
108,1079.35,1672.56,666,0,0,3,3,0,1
109,830.68,1459.45,666,0,0,3,3,0,1
110,636.259,1276.98,666,0,0,3,3,0,1
111,1485.2,2257.46,666,0,0,3,3,0,1
112,1221.46,1885.66,666,0,0,3,3,0,1
113,891.172,1647.39,666,0,0,3,3,0,1
114,605.677,1197.68,666,0,0,3,3,0,1
115,952.445,1647.88,666,0,0,3,3,0,1
116,874.677,1635.95,666,0,0,3,3,0,1
117,655.017,1485.47,666,0,0,3,3,0,1
118,695.486,1330.72,666,0,0,3,3,0,1
119,569.284,1295.49,666,0,0,3,3,0,1
120,926.677,1614.92,666,0,0,3,3,0,1
121,486.086,1329.57,666,0,1,4,3,1,1
122,549.804,1306.5,666,0,1,4,3,1,1
123,552.554,1318.8,666,0,1,4,3,1,1
124,452.838,1032.09,666,0,1,4,3,1,1
125,476.6,1090.74,666,0,1,4,3,1,1
126,494.538,1107.36,666,0,1,4,3,1,1
127,555.532,1239.36,666,0,1,4,3,1,1
128,528.291,1189.82,666,0,1,4,3,1,1
129,553.802,1280.06,666,0,1,4,3,1,1
130,524.315,1362.72,666,0,1,4,3,1,1
131,551.039,1260.06,666,0,1,4,3,1,1
132,722.948,1447.17,666,0,1,4,3,1,1
133,483.54,1110.06,666,0,1,4,3,1,1
134,483.802,1072.35,666,0,1,4,3,1,1
135,1643.15,2372.11,666,0,1,4,3,1,1
136,486.825,1180.56,666,0,1,4,3,1,1
137,627.027,1257.54,666,0,1,4,3,1,1
138,569.115,1451.05,666,0,1,4,3,1,1
139,442.045,1030.08,666,0,1,4,3,1,1
140,0,0,666,0,1,4,3,1,0
141,780.316,1400.74,666,0,1,4,3,1,1
142,495.573,1084.35,666,0,1,4,3,1,1
143,743.959,1438.23,666,0,1,4,3,1,1
144,622.241,1302.88,666,0,1,4,3,1,1
145,513.319,1167.07,666,0,1,4,3,1,1
146,542.517,1156.57,666,0,1,4,3,1,1
147,506.336,1047.13,666,0,1,4,3,1,1
148,436.236,1132.84,666,0,1,4,3,1,1
149,509.574,1151.09,666,0,1,4,3,1,1
150,426.327,1139.07,666,0,1,4,3,1,1
151,557.089,1147.4,666,0,1,4,3,1,1
152,536.33,1032.93,666,0,0,5,3,0,1
153,286.104,870.394,666,0,0,5,3,0,1
154,585.554,1071.27,666,0,0,5,3,0,1
155,489.889,1187.56,666,0,0,5,3,0,1
156,491.346,1150.85,666,0,0,5,3,0,1
157,432.839,1107.37,666,0,0,5,3,0,1
158,491.091,1260.51,666,0,0,5,3,0,1
159,585.335,1418.47,666,0,0,5,3,0,1
160,595.748,1479.67,666,0,0,5,3,0,1
161,513.036,1378.79,666,0,0,5,3,0,1
162,441.821,1264.8,666,0,0,5,3,0,1
163,563.562,1434.72,666,0,0,5,3,0,1
164,638.788,1376.24,666,0,0,5,3,0,1
165,541.587,1283.23,666,0,0,5,3,0,1
166,737.604,1520.64,666,0,0,5,3,0,1
167,606.247,1397.44,666,0,0,5,3,0,1
168,561.234,1355.62,666,0,0,5,3,0,1
169,551.289,1345.09,666,0,0,5,3,0,1
170,498.819,1248.53,666,0,0,5,3,0,1
171,517.15,1356.48,666,0,0,5,3,0,1
172,882.044,1617.91,666,0,0,5,3,0,1
173,549.986,1358.01,666,0,0,5,3,0,1
174,740.528,1552.09,666,0,0,5,3,0,1
175,516.631,1321.52,666,0,0,5,3,0,1
176,501.379,1374.63,666,0,0,5,3,0,1
177,449.395,1143.24,666,0,0,5,3,0,1
178,630.858,1308.96,666,0,0,5,3,0,1
179,497.149,1141.31,666,0,0,5,3,0,1
180,533.876,1213.45,666,0,0,5,3,0,1
181,520.88,1266.45,666,0,0,5,3,0,1
